id,centre,number,primary,type,country,source,person
,C#44019615,7789121675,TRUE,mob,GB,OFSTED,
,C#44019616,7708001150,TRUE,mob,GB,OFSTED,
,C#44019617,01590 676297,TRUE,lan,GB,OFSTED,
,C#44019618,01590 688972,TRUE,lan,GB,OFSTED,
,C#44019619,7927717018,TRUE,mob,GB,OFSTED,
,C#44019620,01590 610 925,TRUE,lan,GB,OFSTED,
,C#44019621,01590 676297,TRUE,lan,GB,OFSTED,
,C#44019622,1590672337,TRUE,lan,GB,OFSTED,
,C#44019623,01590 673355,TRUE,lan,GB,OFSTED,
,C#44019624,07841 460360,TRUE,mob,GB,OFSTED,
,C#44019625,01590 623467,TRUE,lan,GB,OFSTED,
,C#44019626,1590623163,TRUE,lan,GB,OFSTED,
,C#44019627,01590 612084,TRUE,lan,GB,OFSTED,
,C#44019628,1590625504,TRUE,lan,GB,OFSTED,
,C#44019629,023 80282986,TRUE,lan,GB,OFSTED,
,C#44019630,02380 893244,TRUE,lan,GB,OFSTED,
,C#44019328,023 8055 2220,TRUE,lan,GB,OFSTED,
,C#44019632,2380892077,TRUE,lan,GB,OFSTED,
,C#44019633,02380 178078,TRUE,lan,GB,OFSTED,
,C#44019634,07568 608409,TRUE,mob,GB,OFSTED,
,C#44019635,023 8089 9406,TRUE,lan,GB,OFSTED,
,C#44019636,02381 780200,TRUE,lan,GB,OFSTED,
,C#44019637,02380 890088,TRUE,lan,GB,OFSTED,
,C#44019638,02381 120016,TRUE,lan,GB,OFSTED,
,C#44019639,7759177746,TRUE,mob,GB,OFSTED,
,C#44019640,2380897025,TRUE,lan,GB,OFSTED,
,C#44019641,7747547642,TRUE,mob,GB,OFSTED,
,C#44019642,2380844001,TRUE,lan,GB,OFSTED,
,C#44019643,2380844001,TRUE,lan,GB,OFSTED,
,C#44019644,7734684403,TRUE,mob,GB,OFSTED,
,C#44019645,2381780200,TRUE,lan,GB,OFSTED,
,C#44019646,7906150043,TRUE,mob,GB,OFSTED,
,C#44019647,023 80841166,TRUE,lan,GB,OFSTED,
,C#44019648,7545876283,TRUE,mob,GB,OFSTED,
,C#44019649,023 81 260406,TRUE,lan,GB,OFSTED,
,C#44019650,2380844074,TRUE,lan,GB,OFSTED,
,C#44019651,02380 840971,TRUE,lan,GB,OFSTED,
,C#44019652,07957 790317,TRUE,mob,GB,OFSTED,
,C#44019653,7710517445,TRUE,mob,GB,OFSTED,
,C#44019654,7710517445,TRUE,mob,GB,OFSTED,
,C#44019655,7738039999,TRUE,mob,GB,OFSTED,
,C#44019656,2380653969,TRUE,lan,GB,OFSTED,
,C#44019657,02380 629 077,TRUE,lan,GB,OFSTED,
,C#44019658,2380322582,TRUE,lan,GB,OFSTED,
,C#44019659,02380 641867,TRUE,lan,GB,OFSTED,
,C#44019660,7775333395,TRUE,mob,GB,OFSTED,
,C#44019661,7738039999,TRUE,mob,GB,OFSTED,
,C#44019662,7860956859,TRUE,mob,GB,OFSTED,
,C#44019663,7738039999,TRUE,mob,GB,OFSTED,
,C#44019664,7941367531,TRUE,mob,GB,OFSTED,
,C#44019665,07746 743172,TRUE,mob,GB,OFSTED,
,C#44019666,7787438839,TRUE,mob,GB,OFSTED,
,C#44019667,7415888851,TRUE,mob,GB,OFSTED,
,C#44019668,02380 603221,TRUE,lan,GB,OFSTED,
,C#44019669,7540252454,TRUE,mob,GB,OFSTED,
,C#44019670,7585334833,TRUE,mob,GB,OFSTED,
,C#44019671,7773574550,TRUE,mob,GB,OFSTED,
,C#44019672,02381 843 316,TRUE,lan,GB,OFSTED,
,C#44019673,7542559161,TRUE,mob,GB,OFSTED,
,C#44019674,02380 651166,TRUE,lan,GB,OFSTED,
,C#44019675,023 8061 0200,TRUE,lan,GB,OFSTED,
,C#44019676,7970499197,TRUE,mob,GB,OFSTED,
,C#44019677,02380 620300,TRUE,lan,GB,OFSTED,
,C#44019678,02380 629598,TRUE,lan,GB,OFSTED,
,C#44019679,02380 394031,TRUE,lan,GB,OFSTED,
,C#44019680,7970499197,TRUE,mob,GB,OFSTED,
,C#44019681,2382511844,TRUE,lan,GB,OFSTED,
,C#44019682,02380 653390,TRUE,lan,GB,OFSTED,
,C#44019683,7738039999,TRUE,mob,GB,OFSTED,
,C#44019684,2380682405,TRUE,lan,GB,OFSTED,
,C#44019685,023 8017 0725,TRUE,lan,GB,OFSTED,
,C#44019686,02382 351520,TRUE,lan,GB,OFSTED,
,C#44019687,01794 521938,TRUE,lan,GB,OFSTED,
,C#44019688,7920091822,TRUE,mob,GB,OFSTED,
,C#44019689,7717500790,TRUE,mob,GB,OFSTED,
,C#44019690,01794 342441,TRUE,lan,GB,OFSTED,
,C#44019691,01794 368976,TRUE,lan,GB,OFSTED,
,C#44019692,7909241898,TRUE,mob,GB,OFSTED,
,C#44019693,1794523037,TRUE,lan,GB,OFSTED,
,C#44019694,023 8081 4400,TRUE,lan,GB,OFSTED,
,C#44019695,01794 324269,TRUE,lan,GB,OFSTED,
,C#44019696,1794322201,TRUE,lan,GB,OFSTED,
,C#44019697,01794 512396,TRUE,lan,GB,OFSTED,
,C#44019698,01794 523686,TRUE,lan,GB,OFSTED,
,C#44019699,1794512362,TRUE,lan,GB,OFSTED,
,C#44019700,01794 512362,TRUE,lan,GB,OFSTED,
,C#44019701,01794 511927,TRUE,lan,GB,OFSTED,
,C#44019702,7946113678,TRUE,mob,GB,OFSTED,
,C#44019703,07840 751414,TRUE,mob,GB,OFSTED,
,C#44019704,7920091822,TRUE,mob,GB,OFSTED,
,C#44019705,01794 522106,TRUE,lan,GB,OFSTED,
,C#44019706,1794278340,TRUE,lan,GB,OFSTED,
,C#44019707,7717500790,TRUE,mob,GB,OFSTED,
,C#44019708,7766812541,TRUE,mob,GB,OFSTED,
,C#44019709,01329 281 849,TRUE,lan,GB,OFSTED,
,C#44019710,2380741410,TRUE,lan,GB,OFSTED,
,C#44019711,07503 064 649,TRUE,mob,GB,OFSTED,
,C#44019712,02380 739988,TRUE,lan,GB,OFSTED,
,C#44019713,7909241898,TRUE,mob,GB,OFSTED,
,C#44019714,07733 501 092,TRUE,mob,GB,OFSTED,
,C#44019715,02380 262858,TRUE,lan,GB,OFSTED,
,C#44019716,2380252440,TRUE,lan,GB,OFSTED,
,C#44019717,02380 273 898,TRUE,lan,GB,OFSTED,
,C#44019718,7557346782,TRUE,mob,GB,OFSTED,
,C#44019719,7809459121,TRUE,mob,GB,OFSTED,
,C#44019720,07815 553212,TRUE,mob,GB,OFSTED,
,C#44019721,07961 012384,TRUE,mob,GB,OFSTED,
,C#44019722,07875 980211,TRUE,mob,GB,OFSTED,
,C#44019723,02380 271536,TRUE,lan,GB,OFSTED,
,C#44019724,07543 523387,TRUE,mob,GB,OFSTED,
,C#44019725,02380 255789,TRUE,lan,GB,OFSTED,
,C#44019726,023 8026 9026,TRUE,lan,GB,OFSTED,
,C#44019727,2380271652,TRUE,lan,GB,OFSTED,
,C#44019728,7796497771,TRUE,mob,GB,OFSTED,
,C#44019729,7961012384,TRUE,mob,GB,OFSTED,
,C#44019730,7850692091,TRUE,mob,GB,OFSTED,
,C#44019731,2380255170,TRUE,lan,GB,OFSTED,
,C#44019732,2380270005,TRUE,lan,GB,OFSTED,
,C#44019733,02380 261616,TRUE,lan,GB,OFSTED,
,C#44019734,02380 253815,TRUE,lan,GB,OFSTED,
,C#44019735,7963114314,TRUE,mob,GB,OFSTED,
,C#44019736,07904 260609,TRUE,mob,GB,OFSTED,
,C#44019737,1235467300,TRUE,lan,GB,OFSTED,
,C#44019738,023 8027 5723,TRUE,lan,GB,OFSTED,
,C#44019739,01480 467567,TRUE,lan,GB,OFSTED,
,C#44019740,01722 410 456,TRUE,lan,GB,OFSTED,
,C#44019741,01722 332200,TRUE,lan,GB,OFSTED,
,C#44019742,01543 678593,TRUE,lan,GB,OFSTED,
,C#44019743,01235 467303,TRUE,lan,GB,OFSTED,
,C#44019744,01722 329238,TRUE,lan,GB,OFSTED,
,C#44019745,01725 511138,TRUE,lan,GB,OFSTED,
,C#44019746,1722334168,TRUE,lan,GB,OFSTED,
,C#44019747,01722 569626,TRUE,lan,GB,OFSTED,
,C#44019748,07932 773939,TRUE,mob,GB,OFSTED,
,C#44019749,01722 330382,TRUE,lan,GB,OFSTED,
,C#44019750,7881784535,TRUE,mob,GB,OFSTED,
,C#44019751,7388378584,TRUE,mob,GB,OFSTED,
,C#44019752,7842944697,TRUE,mob,GB,OFSTED,
,C#44019753,07842 944697,TRUE,mob,GB,OFSTED,
,C#44019754,01722 502234,TRUE,lan,GB,OFSTED,
,C#44019755,01722 416282,TRUE,lan,GB,OFSTED,
,C#44019756,01722 417272,TRUE,lan,GB,OFSTED,
,C#44019757,01264 351 535,TRUE,lan,GB,OFSTED,
,C#44019758,7876081026,TRUE,mob,GB,OFSTED,
,C#44019759,1264323423,TRUE,lan,GB,OFSTED,
,C#44019760,01264 337153,TRUE,lan,GB,OFSTED,
,C#44019761,01264 748913,TRUE,lan,GB,OFSTED,
,C#44019762,1264347100,TRUE,lan,GB,OFSTED,
,C#44019763,01264 354345,TRUE,lan,GB,OFSTED,
,C#44019764,01264 321 840,TRUE,lan,GB,OFSTED,
,C#44019765,7816617627,TRUE,mob,GB,OFSTED,
,C#44019766,1264748847,TRUE,lan,GB,OFSTED,
,C#44019767,01264 332188,TRUE,lan,GB,OFSTED,
,C#44019768,01264 351833,TRUE,lan,GB,OFSTED,
,C#44032382,023 8055 2220,TRUE,lan,GB,OFSTED,
,C#44019770,7970499197,TRUE,mob,GB,OFSTED,
,C#44019771,07944 220 280,TRUE,mob,GB,OFSTED,
,C#44019772,07979 841 318,TRUE,mob,GB,OFSTED,
,C#44019773,1264352151,TRUE,lan,GB,OFSTED,
,C#44019774,7932210131,TRUE,mob,GB,OFSTED,
,C#44019775,01264 737735,TRUE,lan,GB,OFSTED,
,C#44019776,1264771155,TRUE,lan,GB,OFSTED,
,C#44019777,07734 414410,TRUE,mob,GB,OFSTED,
,C#44019778,01264 323201,TRUE,lan,GB,OFSTED,
,C#44019779,01264 362534,TRUE,lan,GB,OFSTED,
,C#44019780,01264 363098,TRUE,lan,GB,OFSTED,
,C#44019781,1264365297,TRUE,lan,GB,OFSTED,
,C#44019782,1264360505,TRUE,lan,GB,OFSTED,
,C#44019783,1189841684,TRUE,lan,GB,OFSTED,
,C#44019784,1264736543,TRUE,lan,GB,OFSTED,
,C#44019785,01264 594000,TRUE,lan,GB,OFSTED,
,C#44019786,01264 353410,TRUE,lan,GB,OFSTED,
,C#44019787,07518 399974,TRUE,mob,GB,OFSTED,
,C#44019788,7769658033,TRUE,mob,GB,OFSTED,
,C#44019789,01264 710254,TRUE,lan,GB,OFSTED,
,C#44019790,1225701830,TRUE,lan,GB,OFSTED,
,C#44019791,7788479531,TRUE,mob,GB,OFSTED,
,C#44019792,01264 353814,TRUE,lan,GB,OFSTED,
,C#44019793,1225701830,TRUE,lan,GB,OFSTED,
,C#44019794,01264 313165,TRUE,lan,GB,OFSTED,
,C#44019795,012643 361326,TRUE,lan,GB,OFSTED,
,C#44019796,1225701830,TRUE,lan,GB,OFSTED,
,C#44019797,01225 701830,TRUE,lan,GB,OFSTED,
,C#44019798,01264 771583,TRUE,lan,GB,OFSTED,
,C#44019799,01980 844008,TRUE,lan,GB,OFSTED,
,C#44019801,01980 843556,TRUE,lan,GB,OFSTED,
,C#44019802,1264316400,TRUE,lan,GB,OFSTED,
,C#44019803,01264 790999,TRUE,lan,GB,OFSTED,
,C#44019804,1722743901,TRUE,lan,GB,OFSTED,
,C#44019805,1980671417,TRUE,lan,GB,OFSTED,
,C#44019806,01722 790558,TRUE,lan,GB,OFSTED,
,C#44019807,1225701830,TRUE,lan,GB,OFSTED,
,C#44019808,1722328799,TRUE,lan,GB,OFSTED,
,C#44019809,1722770020,TRUE,lan,GB,OFSTED,
,C#44019810,01722 322179,TRUE,lan,GB,OFSTED,
,C#44019420,023 8044 4414,TRUE,lan,GB,OFSTED,
,C#44019812,01722 786393,TRUE,lan,GB,OFSTED,
,C#44019813,1722416293,TRUE,lan,GB,OFSTED,
,C#44019814,01722 744971,TRUE,lan,GB,OFSTED,
,C#44019815,01722 743 978,TRUE,lan,GB,OFSTED,
,C#44019816,1722349090,TRUE,lan,GB,OFSTED,
,C#44019817,1722335849,TRUE,lan,GB,OFSTED,
,C#44019818,1722441374,TRUE,lan,GB,OFSTED,
,C#44019819,01722 743 119,TRUE,lan,GB,OFSTED,
,C#44019820,01980 636008,TRUE,lan,GB,OFSTED,
,C#44019821,01722 790 435,TRUE,lan,GB,OFSTED,
,C#44019822,1722716228,TRUE,lan,GB,OFSTED,
,C#44019823,1722716011,TRUE,lan,GB,OFSTED,
,C#44019824,1980671417,TRUE,lan,GB,OFSTED,
,C#44019825,01225 701830,TRUE,lan,GB,OFSTED,
,C#44019826,1225701830,TRUE,lan,GB,OFSTED,
,C#44019827,01747 871405,TRUE,lan,GB,OFSTED,
,C#44019828,1980671417,TRUE,lan,GB,OFSTED,
,C#44019829,01980 625624,TRUE,lan,GB,OFSTED,
,C#44019830,01980 880349,TRUE,lan,GB,OFSTED,
,C#44019831,01722 237200,TRUE,lan,GB,OFSTED,
,C#44019832,01722 415598,TRUE,lan,GB,OFSTED,
,C#44019833,01722 332233,TRUE,lan,GB,OFSTED,
,C#44019834,1980611766,TRUE,lan,GB,OFSTED,
,C#44019835,7917193871,TRUE,mob,GB,OFSTED,
,C#44019836,01722 782878,TRUE,lan,GB,OFSTED,
,C#44035069,2088682468,TRUE,lan,GB,OFSTED,
,C#44019838,0780 423 4821,TRUE,mob,GB,OFSTED,
,C#44019839,7935158083,TRUE,mob,GB,OFSTED,
,C#44019840,01980 669575,TRUE,lan,GB,OFSTED,
,C#44019841,7842944697,TRUE,mob,GB,OFSTED,
,C#44019842,01980 258428,TRUE,lan,GB,OFSTED,
,C#44019843,7506588794,TRUE,mob,GB,OFSTED,
,C#44019844,01980 845262,TRUE,lan,GB,OFSTED,
,C#44019845,1980670268,TRUE,lan,GB,OFSTED,
,C#44019846,79979675789,TRUE,mob,GB,OFSTED,
,C#44019847,1980655228,TRUE,lan,GB,OFSTED,
,C#44019848,1980671417,TRUE,lan,GB,OFSTED,
,C#44019849,7568313700,TRUE,mob,GB,OFSTED,
,C#44019850,01980 633176,TRUE,lan,GB,OFSTED,
,C#44019851,1980632387,TRUE,lan,GB,OFSTED,
,C#44019852,01980 632743,TRUE,lan,GB,OFSTED,
,C#44019853,1980632309,TRUE,lan,GB,OFSTED,
,C#44019854,01656 372910,TRUE,lan,GB,OFSTED,
,C#44019855,1980632364,TRUE,lan,GB,OFSTED,
,C#44019856,01980 671681,TRUE,lan,GB,OFSTED,
,C#44019857,01722 712313,TRUE,lan,GB,OFSTED,
,C#44019858,07785 933966,TRUE,mob,GB,OFSTED,
,C#44019859,07785 933966,TRUE,mob,GB,OFSTED,
,C#44019860,01794 884888,TRUE,lan,GB,OFSTED,
,C#44019861,01980 863 997,TRUE,lan,GB,OFSTED,
,C#44007676,2083519200,TRUE,lan,GB,OFSTED,
,C#44019863,7917193871,TRUE,mob,GB,OFSTED,
,C#44019864,01794 390108,TRUE,lan,GB,OFSTED,
,C#44019865,1725510740,TRUE,lan,GB,OFSTED,
,C#44019866,01725 510295,TRUE,lan,GB,OFSTED,
,C#44019867,01722 711226,TRUE,lan,GB,OFSTED,
,C#44019868,1725511138,TRUE,lan,GB,OFSTED,
,C#44019869,1725511178,TRUE,lan,GB,OFSTED,
,C#44019870,01722 323252,TRUE,lan,GB,OFSTED,
,C#44019871,01722 781 072,TRUE,lan,GB,OFSTED,
,C#44019872,7825759551,TRUE,mob,GB,OFSTED,
,C#44019873,01722 781069,TRUE,lan,GB,OFSTED,
,C#44019874,1725552356,TRUE,lan,GB,OFSTED,
,C#44019875,07907 891 078,TRUE,mob,GB,OFSTED,
,C#44019370,02380 584088,TRUE,lan,GB,OFSTED,
,C#44019877,1425653517,TRUE,lan,GB,OFSTED,
,C#44019878,01425 656060,TRUE,lan,GB,OFSTED,
,C#44019879,01425 657 711,TRUE,lan,GB,OFSTED,
,C#44019880,7795570041,TRUE,mob,GB,OFSTED,
,C#44019881,1425653063,TRUE,lan,GB,OFSTED,
,C#44019882,01425 656451,TRUE,lan,GB,OFSTED,
,C#44019883,1725518233,TRUE,lan,GB,OFSTED,
,C#44019884,1747812773,TRUE,lan,GB,OFSTED,
,C#44019885,01747 852666,TRUE,lan,GB,OFSTED,
,C#44019886,1722716228,TRUE,lan,GB,OFSTED,
,C#44019887,01747 853715,TRUE,lan,GB,OFSTED,
,C#44019888,01747 850288,TRUE,lan,GB,OFSTED,
,C#44019889,1722716228,TRUE,lan,GB,OFSTED,
,C#44019890,7971423299,TRUE,mob,GB,OFSTED,
,C#44019891,01747 821565,TRUE,lan,GB,OFSTED,
,C#44019892,01747 824998,TRUE,lan,GB,OFSTED,
,C#44019893,01747 835533,TRUE,lan,GB,OFSTED,
,C#44019894,1747824446,TRUE,lan,GB,OFSTED,
,C#44019895,01747 837869,TRUE,lan,GB,OFSTED,
,C#44019896,7970499197,TRUE,mob,GB,OFSTED,
,C#44019897,1225701830,TRUE,lan,GB,OFSTED,
,C#44019898,01747 840537,TRUE,lan,GB,OFSTED,
,C#44019899,01747 839942,TRUE,lan,GB,OFSTED,
,C#44019900,7422939217,TRUE,mob,GB,OFSTED,
,C#44019901,01980 843125,TRUE,lan,GB,OFSTED,
,C#44019902,01264 316858,TRUE,lan,GB,OFSTED,
,C#44019903,1264310780,TRUE,lan,GB,OFSTED,
,C#44019904,1980842293,TRUE,lan,GB,OFSTED,
,C#44007839,2088854200,TRUE,lan,GB,OFSTED,
,C#44019906,1980843381,TRUE,lan,GB,OFSTED,
,C#44019907,7813010109,TRUE,mob,GB,OFSTED,
,C#44019908,01980 846 699,TRUE,lan,GB,OFSTED,
,C#44019909,01980 847784,TRUE,lan,GB,OFSTED,
,C#44019910,1980847204,TRUE,lan,GB,OFSTED,
,C#44019911,01980 847041,TRUE,lan,GB,OFSTED,
,C#44019912,01980 847 823,TRUE,lan,GB,OFSTED,
,C#44019913,0191 514 0411,TRUE,lan,GB,OFSTED,
,C#44019914,0191 565 6294,TRUE,lan,GB,OFSTED,
,C#44019915,1915143434,TRUE,lan,GB,OFSTED,
,C#44019916,07932 478052,TRUE,mob,GB,OFSTED,
,C#44019917,0191 5677495,TRUE,lan,GB,OFSTED,
,C#44019918,0191 5152286,TRUE,lan,GB,OFSTED,
,C#44019919,0191 523 9919,TRUE,lan,GB,OFSTED,
,C#44019920,0191 380 4077,TRUE,lan,GB,OFSTED,
,C#44019921,1919171910,TRUE,lan,GB,OFSTED,
,C#44019922,1915612381,TRUE,lan,GB,OFSTED,
,C#44019923,7748680167,TRUE,mob,GB,OFSTED,
,C#44019924,0191 5110607,TRUE,lan,GB,OFSTED,
,C#44019925,1915228787,TRUE,lan,GB,OFSTED,
,C#44019926,0191 565 2549,TRUE,lan,GB,OFSTED,
,C#44019927,1915002999,TRUE,lan,GB,OFSTED,
,C#44019928,1918149820,TRUE,lan,GB,OFSTED,
,C#44019929,1915947962,TRUE,lan,GB,OFSTED,
,C#44019930,1915000015,TRUE,lan,GB,OFSTED,
,C#44019931,1915203109,TRUE,lan,GB,OFSTED,
,C#44019932,1915220505,TRUE,lan,GB,OFSTED,
,C#44019933,1915220505,TRUE,lan,GB,OFSTED,
,C#44019934,1915947033,TRUE,lan,GB,OFSTED,
,C#44031063,020 72392209,TRUE,lan,GB,OFSTED,
,C#44019936,1915634243,TRUE,lan,GB,OFSTED,
,C#44019937,0191 520 0600,TRUE,lan,GB,OFSTED,
,C#44019938,1915288388,TRUE,lan,GB,OFSTED,
,C#44019939,0191 5285951,TRUE,lan,GB,OFSTED,
,C#44019940,1915250808,TRUE,lan,GB,OFSTED,
,C#44019941,0191 5538880,TRUE,lan,GB,OFSTED,
,C#44019942,1915280440,TRUE,lan,GB,OFSTED,
,C#44019943,1915614164,TRUE,lan,GB,OFSTED,
,C#44019944,1917070121,TRUE,lan,GB,OFSTED,
,C#44019945,1915537655,TRUE,lan,GB,OFSTED,
,C#44019946,1915634180,TRUE,lan,GB,OFSTED,
,C#44019947,0191 5155334,TRUE,lan,GB,OFSTED,
,C#44019948,1915108484,TRUE,lan,GB,OFSTED,
,C#44019949,1915640222,TRUE,lan,GB,OFSTED,
,C#44019950,0191 5101490,TRUE,lan,GB,OFSTED,
,C#44019951,1915007990,TRUE,lan,GB,OFSTED,
,C#44019952,1915251203,TRUE,lan,GB,OFSTED,
,C#44019953,1915285094,TRUE,lan,GB,OFSTED,
,C#44019954,1915284092,TRUE,lan,GB,OFSTED,
,C#44019955,1915344555,TRUE,lan,GB,OFSTED,
,C#44019956,0191 5536820,TRUE,lan,GB,OFSTED,
,C#44019957,1915341004,TRUE,lan,GB,OFSTED,
,C#44019958,1913401931,TRUE,lan,GB,OFSTED,
,C#44019959,1915490707,TRUE,lan,GB,OFSTED,
,C#44019960,0191 5485888,TRUE,lan,GB,OFSTED,
,C#44019961,0191 5499075,TRUE,lan,GB,OFSTED,
,C#44019962,7897471974,TRUE,mob,GB,OFSTED,
,C#44019963,0191 5618268,TRUE,lan,GB,OFSTED,
,C#44019964,1915009554,TRUE,lan,GB,OFSTED,
,C#44019965,0191 5166455,TRUE,lan,GB,OFSTED,
,C#44019966,1915497777,TRUE,lan,GB,OFSTED,
,C#44019967,0191 5480170,TRUE,lan,GB,OFSTED,
,C#44019968,1915623299,TRUE,lan,GB,OFSTED,
,C#44019969,1915489000,TRUE,lan,GB,OFSTED,
,C#44019970,7950421183,TRUE,mob,GB,OFSTED,
,C#44019971,0191 561 8176.,TRUE,lan,GB,OFSTED,
,C#44019972,1915368090,TRUE,lan,GB,OFSTED,
,C#44019973,0191 537 3231,TRUE,lan,GB,OFSTED,
,C#44019974,1917070123,TRUE,lan,GB,OFSTED,
,C#44019975,1917070120,TRUE,lan,GB,OFSTED,
,C#44019976,1915488330,TRUE,lan,GB,OFSTED,
,C#44019977,1915491509,TRUE,lan,GB,OFSTED,
,C#44019978,1915488000,TRUE,lan,GB,OFSTED,
,C#44019979,1912505525,TRUE,lan,GB,OFSTED,
,C#44019980,1915292040,TRUE,lan,GB,OFSTED,
,C#44019981,1915294819,TRUE,lan,GB,OFSTED,
,C#44019982,1915293069,TRUE,lan,GB,OFSTED,
,C#44019983,0191 5373333,TRUE,lan,GB,OFSTED,
,C#44019984,1915367813,TRUE,lan,GB,OFSTED,
,C#44019985,1915495666,TRUE,lan,GB,OFSTED,
,C#44019986,1915634100,TRUE,lan,GB,OFSTED,
,C#44019987,1915484040,TRUE,lan,GB,OFSTED,
,C#44019988,0191 5484515,TRUE,lan,GB,OFSTED,
,C#44019989,1915492020,TRUE,lan,GB,OFSTED,
,C#44019990,0191 5130796,TRUE,lan,GB,OFSTED,
,C#44019991,0191 5979012,TRUE,lan,GB,OFSTED,
,C#44019992,7545181069,TRUE,mob,GB,OFSTED,
,C#44019993,1915816911,TRUE,lan,GB,OFSTED,
,C#44019994,1915812829,TRUE,lan,GB,OFSTED,
,C#44019995,0191 513 0293,TRUE,lan,GB,OFSTED,
,C#44019996,1915813047,TRUE,lan,GB,OFSTED,
,C#44019997,0191 581 2399,TRUE,lan,GB,OFSTED,
,C#44019998,1915813658,TRUE,lan,GB,OFSTED,
,C#44019999,1915813974,TRUE,lan,GB,OFSTED,
,C#44020000,0191 5175 907,TRUE,lan,GB,OFSTED,
,C#44020001,1915175900,TRUE,lan,GB,OFSTED,
,C#44020002,1915862264,TRUE,lan,GB,OFSTED,
,C#44020003,0191 3497411,TRUE,lan,GB,OFSTED,
,C#44020004,1915864437,TRUE,lan,GB,OFSTED,
,C#44020005,1915872818,TRUE,lan,GB,OFSTED,
,C#44020006,1915862765,TRUE,lan,GB,OFSTED,
,C#44020007,1915185540,TRUE,lan,GB,OFSTED,
,C#44020008,1915271168,TRUE,lan,GB,OFSTED,
,C#44020009,1915270293,TRUE,lan,GB,OFSTED,
,C#44020010,3339991454,TRUE,lan,GB,OFSTED,
,C#44020011,7876056612,TRUE,mob,GB,OFSTED,
,C#44020012,1915864660,TRUE,lan,GB,OFSTED,
,C#44020013,1915183443,TRUE,lan,GB,OFSTED,
,C#44020014,1915865415,TRUE,lan,GB,OFSTED,
,C#44020015,1915864186,TRUE,lan,GB,OFSTED,
,C#44020016,1915867767,TRUE,lan,GB,OFSTED,
,C#44020017,0191 5864752,TRUE,lan,GB,OFSTED,
,C#44020018,0191 586 9222,TRUE,lan,GB,OFSTED,
,C#44020019,1702345959,TRUE,lan,GB,OFSTED,
,C#44020020,01702 333 313,TRUE,lan,GB,OFSTED,
,C#44020021,1702311411,TRUE,lan,GB,OFSTED,
,C#44020022,01702 433007,TRUE,lan,GB,OFSTED,
,C#44020023,1702385330,TRUE,lan,GB,OFSTED,
,C#44020024,7807323528,TRUE,mob,GB,OFSTED,
,C#44020025,1702330758,TRUE,lan,GB,OFSTED,
,C#44020026,1702351190,TRUE,lan,GB,OFSTED,
,C#44020027,1702331356,TRUE,lan,GB,OFSTED,
,C#44020028,7914074832,TRUE,mob,GB,OFSTED,
,C#44020029,01702 343554,TRUE,lan,GB,OFSTED,
,C#44020030,1702349249,TRUE,lan,GB,OFSTED,
,C#44020031,01702 353789,TRUE,lan,GB,OFSTED,
,C#44020032,01702 339757,TRUE,lan,GB,OFSTED,
,C#44020033,01702 711505,TRUE,lan,GB,OFSTED,
,C#44020034,07967 650889,TRUE,mob,GB,OFSTED,
,C#44020035,01702 567078,TRUE,lan,GB,OFSTED,
,C#44020036,7757164206,TRUE,mob,GB,OFSTED,
,C#44020037,01702 435435,TRUE,lan,GB,OFSTED,
,C#44020038,7985145893,TRUE,mob,GB,OFSTED,
,C#44020039,01702 568808,TRUE,lan,GB,OFSTED,
,C#44020040,01702 619893,TRUE,lan,GB,OFSTED,
,C#44020041,1702468047,TRUE,lan,GB,OFSTED,
,C#44020042,01702 300126,TRUE,lan,GB,OFSTED,
,C#44020043,7905104431,TRUE,mob,GB,OFSTED,
,C#44008074,2077048003,TRUE,lan,GB,OFSTED,
,C#44020045,1702534546,TRUE,lan,GB,OFSTED,
,C#44020046,07942 181 039,TRUE,mob,GB,OFSTED,
,C#44020047,01702 614171,TRUE,lan,GB,OFSTED,
,C#44020048,01702 582533,TRUE,lan,GB,OFSTED,
,C#44020049,01702 582791,TRUE,lan,GB,OFSTED,
,C#44020050,07769 626502,TRUE,mob,GB,OFSTED,
,C#44020051,01268 761393,TRUE,lan,GB,OFSTED,
,C#44020052,7999589257,TRUE,mob,GB,OFSTED,
,C#44020053,1268735329,TRUE,lan,GB,OFSTED,
,C#44020054,1268768748,TRUE,lan,GB,OFSTED,
,C#44020055,1268733297,TRUE,lan,GB,OFSTED,
,C#44020056,01268 768100,TRUE,lan,GB,OFSTED,
,C#44020057,1268762531,TRUE,lan,GB,OFSTED,
,C#44020058,1702525112,TRUE,lan,GB,OFSTED,
,C#44020059,01268 201329,TRUE,lan,GB,OFSTED,
,C#44020060,7906344227,TRUE,mob,GB,OFSTED,
,C#44020061,01268 769522,TRUE,lan,GB,OFSTED,
,C#44020062,01277 656921,TRUE,lan,GB,OFSTED,
,C#44020063,7950623054,TRUE,mob,GB,OFSTED,
,C#44020064,01268 763966,TRUE,lan,GB,OFSTED,
,C#44020065,7704159114,TRUE,mob,GB,OFSTED,
,C#44020066,01268 765675,TRUE,lan,GB,OFSTED,
,C#44020067,7967012365,TRUE,mob,GB,OFSTED,
,C#44020068,7887994133,TRUE,mob,GB,OFSTED,
,C#44020069,1268562921,TRUE,lan,GB,OFSTED,
,C#44020070,07791 275183,TRUE,mob,GB,OFSTED,
