id,centre,number,primary,type,country,source,person
,C#44005186,1138873310,TRUE,lan,GB,OFSTED,
,C#44005187,1132164800,TRUE,lan,GB,OFSTED,
,C#44027211,2086802141,TRUE,lan,GB,OFSTED,
,C#44005189,1132564888,TRUE,lan,GB,OFSTED,
,C#44005190,0113 2566 354,TRUE,lan,GB,OFSTED,
,C#44005191,1132577422,TRUE,lan,GB,OFSTED,
,C#44005192,0113 300 8147,TRUE,lan,GB,OFSTED,
,C#44032215,1453833511,TRUE,lan,GB,OFSTED,
,C#44005194,0113 256 3382,TRUE,lan,GB,OFSTED,
,C#44005195,1132635271,TRUE,lan,GB,OFSTED,
,C#44025060,2087437128,TRUE,lan,GB,OFSTED,
,C#44005197,1132552526,TRUE,lan,GB,OFSTED,
,C#44005198,7599718189,TRUE,mob,GB,OFSTED,
,C#44005199,0113 2676725,TRUE,lan,GB,OFSTED,
,C#44005200,1132930120,TRUE,lan,GB,OFSTED,
,C#44005201,0113 3782679,TRUE,lan,GB,OFSTED,
,C#44005202,1132657250,TRUE,lan,GB,OFSTED,
,C#44005203,1132329031,TRUE,lan,GB,OFSTED,
,C#44005204,1132930280,TRUE,lan,GB,OFSTED,
,C#44005205,1132930226,TRUE,lan,GB,OFSTED,
,C#44005206,1132953295,TRUE,lan,GB,OFSTED,
,C#44005207,0113 2892541,TRUE,lan,GB,OFSTED,
,C#44005208,01132 892 541,TRUE,lan,GB,OFSTED,
,C#44005209,7400838483,TRUE,mob,GB,OFSTED,
,C#44005210,1132941066,TRUE,lan,GB,OFSTED,
,C#44005211,0113 3781816,TRUE,lan,GB,OFSTED,
,C#44005212,1132930275,TRUE,lan,GB,OFSTED,
,C#44005213,1132640974,TRUE,lan,GB,OFSTED,
,C#44005214,0113 2328099,TRUE,lan,GB,OFSTED,
,C#44005215,1133782681,TRUE,lan,GB,OFSTED,
,C#44005216,1132930250,TRUE,lan,GB,OFSTED,
,C#44005217,7949893076,TRUE,mob,GB,OFSTED,
,C#44005218,0113 2602411,TRUE,lan,GB,OFSTED,
,C#44005219,0113 2606 957,TRUE,lan,GB,OFSTED,
,C#44005220,1132649149,TRUE,lan,GB,OFSTED,
,C#44005221,7926046233,TRUE,mob,GB,OFSTED,
,C#44005222,1132812132,TRUE,lan,GB,OFSTED,
,C#44005223,7703533845,TRUE,mob,GB,OFSTED,
,C#44005224,07703 533 845,TRUE,mob,GB,OFSTED,
,C#44005225,0113 232 6757,TRUE,lan,GB,OFSTED,
,C#44005226,1132645763,TRUE,lan,GB,OFSTED,
,C#44005227,1132640093,TRUE,lan,GB,OFSTED,
,C#44005228,1132930314,TRUE,lan,GB,OFSTED,
,C#44005229,7956968302,TRUE,mob,GB,OFSTED,
,C#44005230,0113 2609066,TRUE,lan,GB,OFSTED,
,C#44005231,0780 3723241,TRUE,mob,GB,OFSTED,
,C#44005232,0113 2326858,TRUE,lan,GB,OFSTED,
,C#44005233,1132930240,TRUE,lan,GB,OFSTED,
,C#44005234,0113 2640779,TRUE,lan,GB,OFSTED,
,C#44005235,1132647514,TRUE,lan,GB,OFSTED,
,C#44005236,01132 648617,TRUE,lan,GB,OFSTED,
,C#44005237,0113 2759393,TRUE,lan,GB,OFSTED,
,C#44005238,0113 216 1090,TRUE,lan,GB,OFSTED,
,C#44005239,0113 275 5891,TRUE,lan,GB,OFSTED,
,C#44005240,1133230450,TRUE,lan,GB,OFSTED,
,C#44005241,1132033196,TRUE,lan,GB,OFSTED,
,C#44005242,0113 4830280,TRUE,lan,GB,OFSTED,
,C#44005243,1132747110,TRUE,lan,GB,OFSTED,
,C#44005244,0113 281 7829,TRUE,lan,GB,OFSTED,
,C#44005245,1132256868,TRUE,lan,GB,OFSTED,
,C#44005246,7739577481,TRUE,mob,GB,OFSTED,
,C#44005247,7855492502,TRUE,mob,GB,OFSTED,
,C#44005248,7726885595,TRUE,mob,GB,OFSTED,
,C#44005249,0113 267 3946,TRUE,lan,GB,OFSTED,
,C#44005250,1132660965,TRUE,lan,GB,OFSTED,
,C#44005251,1132817979,TRUE,lan,GB,OFSTED,
,C#44005252,0113 2300990,TRUE,lan,GB,OFSTED,
,C#44005253,7977449535,TRUE,mob,GB,OFSTED,
,C#44005254,1132301116,TRUE,lan,GB,OFSTED,
,C#44005255,0113 285 7000,TRUE,lan,GB,OFSTED,
,C#44005256,01132 612 262,TRUE,lan,GB,OFSTED,
,C#44005257,07738 933 893,TRUE,mob,GB,OFSTED,
,C#44005258,7983970273,TRUE,mob,GB,OFSTED,
,C#44005259,7517895881,TRUE,mob,GB,OFSTED,
,C#44005260,7815678338,TRUE,mob,GB,OFSTED,
,C#44005261,7763721942,TRUE,mob,GB,OFSTED,
,C#44005262,1132693515,TRUE,lan,GB,OFSTED,
,C#44005263,1132689160,TRUE,lan,GB,OFSTED,
,C#44005264,0113 266 7242,TRUE,lan,GB,OFSTED,
,C#44005265,1132686104,TRUE,lan,GB,OFSTED,
,C#44005266,1132667242,TRUE,lan,GB,OFSTED,
,C#44005267,1133359915,TRUE,lan,GB,OFSTED,
,C#44005268,0113 268 6141,TRUE,lan,GB,OFSTED,
,C#44005269,1132697709,TRUE,lan,GB,OFSTED,
,C#44005270,0113 2688221,TRUE,lan,GB,OFSTED,
,C#44005271,0113 821 4519,TRUE,lan,GB,OFSTED,
,C#44005272,1133368350,TRUE,lan,GB,OFSTED,
,C#44005273,1132930699,TRUE,lan,GB,OFSTED,
,C#44005274,0113 2667221,TRUE,lan,GB,OFSTED,
,C#44005275,1132930578,TRUE,lan,GB,OFSTED,
,C#44005276,0113 2626054,TRUE,lan,GB,OFSTED,
,C#44005277,7596756416,TRUE,mob,GB,OFSTED,
,C#44005278,7596119068,TRUE,mob,GB,OFSTED,
,C#44005279,1134830280,TRUE,lan,GB,OFSTED,
,C#44005280,01132 659050,TRUE,lan,GB,OFSTED,
,C#44005281,7538563211,TRUE,mob,GB,OFSTED,
,C#44005282,01937 573430,TRUE,lan,GB,OFSTED,
,C#44005283,1937573999,TRUE,lan,GB,OFSTED,
,C#44005284,01423 815991,TRUE,lan,GB,OFSTED,
,C#44005285,0113 258 1666,TRUE,lan,GB,OFSTED,
,C#44005286,0113 2588933,TRUE,lan,GB,OFSTED,
,C#44005287,7960855265,TRUE,mob,GB,OFSTED,
,C#44005288,1132582110,TRUE,lan,GB,OFSTED,
,C#44005289,0113 2591539,TRUE,lan,GB,OFSTED,
,C#44005290,7960855265,TRUE,mob,GB,OFSTED,
,C#44005291,7494750714,TRUE,mob,GB,OFSTED,
,C#44005292,0113 3452850,TRUE,lan,GB,OFSTED,
,C#44005293,7739577481,TRUE,mob,GB,OFSTED,
,C#44005294,1132582685,TRUE,lan,GB,OFSTED,
,C#44005295,7714884180,TRUE,mob,GB,OFSTED,
,C#44005296,0113 3862524,TRUE,lan,GB,OFSTED,
,C#44005297,0113 386 2525,TRUE,lan,GB,OFSTED,
,C#44005298,0113 2581666,TRUE,lan,GB,OFSTED,
,C#44005299,0113 258 5522,TRUE,lan,GB,OFSTED,
,C#44005300,0113 2759705,TRUE,lan,GB,OFSTED,
,C#44005301,01132 585 800,TRUE,lan,GB,OFSTED,
,C#44005302,1132582819,TRUE,lan,GB,OFSTED,
,C#44005303,7939157258,TRUE,mob,GB,OFSTED,
,C#44005304,0113 258 0350,TRUE,lan,GB,OFSTED,
,C#44005305,7956606701,TRUE,mob,GB,OFSTED,
,C#44005306,0113 224 9331,TRUE,lan,GB,OFSTED,
,C#44005307,01943 817414,TRUE,lan,GB,OFSTED,
,C#44005308,1132589656,TRUE,lan,GB,OFSTED,
,C#44005309,1135134485,TRUE,lan,GB,OFSTED,
,C#44005310,0113 887 9695,TRUE,lan,GB,OFSTED,
,C#44005311,7711869368,TRUE,mob,GB,OFSTED,
,C#44005312,0113 2507969,TRUE,lan,GB,OFSTED,
,C#44005313,0113 250 6611,TRUE,lan,GB,OFSTED,
,C#44005314,0113 2503471,TRUE,lan,GB,OFSTED,
,C#44005315,0113 2500066,TRUE,lan,GB,OFSTED,
,C#44005316,1132397288,TRUE,lan,GB,OFSTED,
,C#44005317,7557553992,TRUE,mob,GB,OFSTED,
,C#44005318,7903790592,TRUE,mob,GB,OFSTED,
,C#44005319,1943879020,TRUE,lan,GB,OFSTED,
,C#44005320,07507 169478,TRUE,mob,GB,OFSTED,
,C#44005321,07799 472578,TRUE,mob,GB,OFSTED,
,C#44005322,07799 472578,TRUE,mob,GB,OFSTED,
,C#44005323,1132505449,TRUE,lan,GB,OFSTED,
,C#44005324,7837447674,TRUE,mob,GB,OFSTED,
,C#44005325,1133910906,TRUE,lan,GB,OFSTED,
,C#44005326,1132471731,TRUE,lan,GB,OFSTED,
,C#44005327,1132930808,TRUE,lan,GB,OFSTED,
,C#44005328,1133431818,TRUE,lan,GB,OFSTED,
,C#44005329,0113 3926763,TRUE,lan,GB,OFSTED,
,C#44005330,01943 871400,TRUE,lan,GB,OFSTED,
,C#44005331,1943879910,TRUE,lan,GB,OFSTED,
,C#44005332,01943 871520,TRUE,lan,GB,OFSTED,
,C#44005333,7757789260,TRUE,mob,GB,OFSTED,
,C#44005334,11324603206,TRUE,lan,GB,OFSTED,
,C#44005335,1133368270,TRUE,lan,GB,OFSTED,
,C#44005336,7799472578,TRUE,mob,GB,OFSTED,
,C#44005337,07764 432 933,TRUE,mob,GB,OFSTED,
,C#44005338,07879 810 434,TRUE,mob,GB,OFSTED,
,C#44005339,7799472578,TRUE,mob,GB,OFSTED,
,C#44005340,1943873359,TRUE,lan,GB,OFSTED,
,C#44005341,1943464703,TRUE,lan,GB,OFSTED,
,C#44005342,7563835293,TRUE,mob,GB,OFSTED,
,C#44005343,7983970273,TRUE,mob,GB,OFSTED,
,C#44005344,0113 2843151,TRUE,lan,GB,OFSTED,
,C#44005345,7931597531,TRUE,mob,GB,OFSTED,
,C#44005346,1943463341,TRUE,lan,GB,OFSTED,
,C#44005347,01943 466230,TRUE,lan,GB,OFSTED,
,C#44005349,1943462896,TRUE,lan,GB,OFSTED,
,C#44005350,7701065020,TRUE,mob,GB,OFSTED,
,C#44005351,01943 461161,TRUE,lan,GB,OFSTED,
,C#44005352,7939047865,TRUE,mob,GB,OFSTED,
,C#44005353,01943 969602,TRUE,lan,GB,OFSTED,
,C#44005354,1943462349,TRUE,lan,GB,OFSTED,
,C#44005355,7765697642,TRUE,mob,GB,OFSTED,
,C#44005356,01937 586227,TRUE,lan,GB,OFSTED,
,C#44005357,07980 552785,TRUE,mob,GB,OFSTED,
,C#44005358,1937583379,TRUE,lan,GB,OFSTED,
,C#44005359,1937582163,TRUE,lan,GB,OFSTED,
,C#44005360,7960106038,TRUE,mob,GB,OFSTED,
,C#44005361,1937520301,TRUE,lan,GB,OFSTED,
,C#44005362,1937584000,TRUE,lan,GB,OFSTED,
,C#44005363,01937 580925,TRUE,lan,GB,OFSTED,
,C#44005364,01937 842198,TRUE,lan,GB,OFSTED,
,C#44031885,01453 548248,TRUE,lan,GB,OFSTED,
,C#44025077,2089926612,TRUE,lan,GB,OFSTED,
,C#44005367,1937842144,TRUE,lan,GB,OFSTED,
,C#44005368,07711 265 004,TRUE,mob,GB,OFSTED,
,C#44005369,1937842667,TRUE,lan,GB,OFSTED,
,C#44005370,1937844772,TRUE,lan,GB,OFSTED,
,C#44005371,7896281081,TRUE,mob,GB,OFSTED,
,C#44005372,01937 843682,TRUE,lan,GB,OFSTED,
,C#44005373,01937 849474,TRUE,lan,GB,OFSTED,
,C#44005374,01937 844737,TRUE,lan,GB,OFSTED,
,C#44005375,7377971385,TRUE,mob,GB,OFSTED,
,C#44005376,1937833795,TRUE,lan,GB,OFSTED,
,C#44005377,01937 832824,TRUE,lan,GB,OFSTED,
,C#44005378,1937830524,TRUE,lan,GB,OFSTED,
,C#44031931,01594 839103,TRUE,lan,GB,OFSTED,
,C#44005380,01937 557 602,TRUE,lan,GB,OFSTED,
,C#44005381,01937 557 602,TRUE,lan,GB,OFSTED,
,C#44005382,01937 557115,TRUE,lan,GB,OFSTED,
,C#44005383,01937 558951,TRUE,lan,GB,OFSTED,
,C#44005384,1937557228,TRUE,lan,GB,OFSTED,
,C#44005385,7708702745,TRUE,mob,GB,OFSTED,
,C#44005386,1132320796,TRUE,lan,GB,OFSTED,
,C#44005387,1132878370,TRUE,lan,GB,OFSTED,
,C#44005388,01132 873388,TRUE,lan,GB,OFSTED,
,C#44005389,1132869819,TRUE,lan,GB,OFSTED,
,C#44005390,07803 723241,TRUE,mob,GB,OFSTED,
,C#44005391,0113 831 4228,TRUE,lan,GB,OFSTED,
,C#44005392,1132320004,TRUE,lan,GB,OFSTED,
,C#44005393,1132127100,TRUE,lan,GB,OFSTED,
,C#44005394,0780 3723241,TRUE,mob,GB,OFSTED,
,C#44005395,7803723241,TRUE,mob,GB,OFSTED,
,C#44005396,1132127107,TRUE,lan,GB,OFSTED,
,C#44005397,1132869232,TRUE,lan,GB,OFSTED,
,C#44005398,07518 138656,TRUE,mob,GB,OFSTED,
,C#44005399,01977 689239,TRUE,lan,GB,OFSTED,
,C#44005400,01977 681 050,TRUE,lan,GB,OFSTED,
,C#44005401,01977 278636,TRUE,lan,GB,OFSTED,
,C#44005402,7989321825,TRUE,mob,GB,OFSTED,
,C#44005403,1977672405,TRUE,lan,GB,OFSTED,
,C#44005404,01977 689 239,TRUE,lan,GB,OFSTED,
,C#44005405,7711060155,TRUE,mob,GB,OFSTED,
,C#44005406,7922038597,TRUE,mob,GB,OFSTED,
,C#44005407,01977 682 434,TRUE,lan,GB,OFSTED,
,C#44005408,1977681863,TRUE,lan,GB,OFSTED,
,C#44024761,2085782507,TRUE,lan,GB,OFSTED,
,C#44005410,1977684037,TRUE,lan,GB,OFSTED,
,C#44005411,1132869427,TRUE,lan,GB,OFSTED,
,C#44005412,1133850680,TRUE,lan,GB,OFSTED,
,C#44005413,0113 2880617,TRUE,lan,GB,OFSTED,
,C#44005414,1133862570,TRUE,lan,GB,OFSTED,
,C#44005415,1132825652,TRUE,lan,GB,OFSTED,
,C#44005416,1132825766,TRUE,lan,GB,OFSTED,
,C#44005417,1135128746,TRUE,lan,GB,OFSTED,
,C#44005418,07379 909222,TRUE,mob,GB,OFSTED,
,C#44005419,01132 822038,TRUE,lan,GB,OFSTED,
,C#44005420,0113 282 2319,TRUE,lan,GB,OFSTED,
,C#44005421,0113 287 3753,TRUE,lan,GB,OFSTED,
,C#44005422,1132320034,TRUE,lan,GB,OFSTED,
,C#44005423,1132863220,TRUE,lan,GB,OFSTED,
,C#44005424,01132 887796,TRUE,lan,GB,OFSTED,
,C#44005425,1132821344,TRUE,lan,GB,OFSTED,
,C#44005426,0113 205 9449,TRUE,lan,GB,OFSTED,
,C#44005427,0113 2828980,TRUE,lan,GB,OFSTED,
,C#44005428,1133934416,TRUE,lan,GB,OFSTED,
,C#44005429,01977 554443,TRUE,lan,GB,OFSTED,
,C#44005430,07741 330 656,TRUE,mob,GB,OFSTED,
,C#44005431,1133862540,TRUE,lan,GB,OFSTED,
,C#44005432,7775447780,TRUE,mob,GB,OFSTED,
,C#44005433,1138878235,TRUE,lan,GB,OFSTED,
,C#44005434,0113 335 0637,TRUE,lan,GB,OFSTED,
,C#44005435,7738800054,TRUE,mob,GB,OFSTED,
,C#44005436,1132012450,TRUE,lan,GB,OFSTED,
,C#44005437,0113 3075093,TRUE,lan,GB,OFSTED,
,C#44005438,1132533009,TRUE,lan,GB,OFSTED,
,C#44005439,01924 822899,TRUE,lan,GB,OFSTED,
,C#44005440,0113 2522540,TRUE,lan,GB,OFSTED,
,C#44005441,0113 2527722,TRUE,lan,GB,OFSTED,
,C#44005442,0113 2189283,TRUE,lan,GB,OFSTED,
,C#44005443,1132527194,TRUE,lan,GB,OFSTED,
,C#44032145,7505411558,TRUE,mob,GB,OFSTED,
,C#44005445,0113 323189,TRUE,lan,GB,OFSTED,
,C#44005446,0113 2897118,TRUE,lan,GB,OFSTED,
,C#44005447,1132530088,TRUE,lan,GB,OFSTED,
,C#44005448,1132527437,TRUE,lan,GB,OFSTED,
,C#44005449,0113 2162539,TRUE,lan,GB,OFSTED,
,C#44005450,1133230554,TRUE,lan,GB,OFSTED,
,C#44005451,1132535253,TRUE,lan,GB,OFSTED,
,C#44005452,1133075550,TRUE,lan,GB,OFSTED,
,C#44005453,1133350637,TRUE,lan,GB,OFSTED,
,C#44005454,1132551601,TRUE,lan,GB,OFSTED,
,C#44005455,1132058130,TRUE,lan,GB,OFSTED,
,C#44005456,0113 256 6495,TRUE,lan,GB,OFSTED,
,C#44005457,0113 236 0862,TRUE,lan,GB,OFSTED,
,C#44005458,0113 257 7868,TRUE,lan,GB,OFSTED,
,C#44005459,1132572140,TRUE,lan,GB,OFSTED,
,C#44005460,7572301893,TRUE,mob,GB,OFSTED,
,C#44005461,1132570884,TRUE,lan,GB,OFSTED,
,C#44005462,0113 345 0094,TRUE,lan,GB,OFSTED,
,C#44005463,1132574129,TRUE,lan,GB,OFSTED,
,C#44005464,1132573555,TRUE,lan,GB,OFSTED,
,C#44005465,0113 2563951,TRUE,lan,GB,OFSTED,
,C#44005466,1133862450,TRUE,lan,GB,OFSTED,
,C#44005467,1132572579,TRUE,lan,GB,OFSTED,
,C#44005468,1132557677,TRUE,lan,GB,OFSTED,
,C#44005469,0113 255 5516,TRUE,lan,GB,OFSTED,
,C#44005470,1132565407,TRUE,lan,GB,OFSTED,
,C#44005471,1132577737,TRUE,lan,GB,OFSTED,
,C#44005472,1133230342,TRUE,lan,GB,OFSTED,
,C#44005473,1132575603,TRUE,lan,GB,OFSTED,
,C#44005474,0113 2362248,TRUE,lan,GB,OFSTED,
,C#44005475,1133783020,TRUE,lan,GB,OFSTED,
,C#44005476,1133862560,TRUE,lan,GB,OFSTED,
,C#44005477,0113 2562322,TRUE,lan,GB,OFSTED,
,C#44005478,0113 2558 925,TRUE,lan,GB,OFSTED,
,C#44005479,7944558232,TRUE,mob,GB,OFSTED,
,C#44005480,7977449535,TRUE,mob,GB,OFSTED,
,C#44005481,7984026308,TRUE,mob,GB,OFSTED,
,C#44005482,7454221911,TRUE,mob,GB,OFSTED,
,C#44005483,01943 830 450,TRUE,lan,GB,OFSTED,
,C#44005484,01943 839000,TRUE,lan,GB,OFSTED,
,C#44005485,01943 878 100,TRUE,lan,GB,OFSTED,
,C#44005486,01943 876252,TRUE,lan,GB,OFSTED,
,C#44005487,01943 873514,TRUE,lan,GB,OFSTED,
,C#44005488,1943862727,TRUE,lan,GB,OFSTED,
,C#44005489,01943 865007,TRUE,lan,GB,OFSTED,
,C#44005490,7981124093,TRUE,mob,GB,OFSTED,
,C#44005491,01943 864174,TRUE,lan,GB,OFSTED,
,C#44005492,1943865575,TRUE,lan,GB,OFSTED,
,C#44005493,0113 483 0280,TRUE,lan,GB,OFSTED,
,C#44005494,01943 864909,TRUE,lan,GB,OFSTED,
,C#44005495,07903 584370,TRUE,mob,GB,OFSTED,
,C#44005496,1943609050,TRUE,lan,GB,OFSTED,
,C#44005497,07713 692087,TRUE,mob,GB,OFSTED,
,C#44005498,01943 602487,TRUE,lan,GB,OFSTED,
,C#44005499,07790 610220,TRUE,mob,GB,OFSTED,
,C#44005500,0114 2632150,TRUE,lan,GB,OFSTED,
,C#44005501,1134830280,TRUE,lan,GB,OFSTED,
,C#44005502,1274689516,TRUE,lan,GB,OFSTED,
,C#44005503,01943 600700,TRUE,lan,GB,OFSTED,
,C#44005504,7754793644,TRUE,mob,GB,OFSTED,
,C#44005505,1132433497,TRUE,lan,GB,OFSTED,
,C#44005506,0113 887 7558,TRUE,lan,GB,OFSTED,
,C#44005507,0113 275 5044,TRUE,lan,GB,OFSTED,
,C#44005508,0113 278 3104,TRUE,lan,GB,OFSTED,
,C#44005509,1138878982,TRUE,lan,GB,OFSTED,
,C#44005510,1132618820,TRUE,lan,GB,OFSTED,
,C#44005511,0113 274 9338,TRUE,lan,GB,OFSTED,
,C#44005512,0113 2590173,TRUE,lan,GB,OFSTED,
,C#44005513,1132785168,TRUE,lan,GB,OFSTED,
,C#44005514,7944558232,TRUE,mob,GB,OFSTED,
,C#44005515,1132304035,TRUE,lan,GB,OFSTED,
,C#44005516,7708879920,TRUE,mob,GB,OFSTED,
,C#44005517,0113 2784362,TRUE,lan,GB,OFSTED,
,C#44005518,1133782555,TRUE,lan,GB,OFSTED,
,C#44005519,7790684852,TRUE,mob,GB,OFSTED,
,C#44005520,7780335471,TRUE,mob,GB,OFSTED,
,C#44005521,1132033609,TRUE,lan,GB,OFSTED,
,C#44005522,0113 2741 579,TRUE,lan,GB,OFSTED,
,C#44005523,7506722495,TRUE,mob,GB,OFSTED,
,C#44005524,7590539499,TRUE,mob,GB,OFSTED,
,C#44005525,0113 3188473,TRUE,lan,GB,OFSTED,
,C#44005526,0113 275 1471,TRUE,lan,GB,OFSTED,
,C#44005527,0113 2757698,TRUE,lan,GB,OFSTED,
,C#44005528,07535 000084,TRUE,mob,GB,OFSTED,
,C#44005529,1133368282,TRUE,lan,GB,OFSTED,
,C#44005530,0113 2957677,TRUE,lan,GB,OFSTED,
,C#44005531,0113 468 1056,TRUE,lan,GB,OFSTED,
,C#44005532,0113 3782660,TRUE,lan,GB,OFSTED,
,C#44005533,1132620021,TRUE,lan,GB,OFSTED,
,C#44005534,7944558232,TRUE,mob,GB,OFSTED,
,C#44005535,7743100702,TRUE,mob,GB,OFSTED,
,C#44005536,0113 2623592,TRUE,lan,GB,OFSTED,
,C#44005537,0113 2629090,TRUE,lan,GB,OFSTED,
,C#44005538,1132665253,TRUE,lan,GB,OFSTED,
,C#44005539,0113 262 9759,TRUE,lan,GB,OFSTED,
,C#44005540,1135311075,TRUE,lan,GB,OFSTED,
,C#44005541,0113 2100164,TRUE,lan,GB,OFSTED,
,C#44005542,0113 2374696,TRUE,lan,GB,OFSTED,
,C#44005543,0113 2627000,TRUE,lan,GB,OFSTED,
,C#44005544,0113 3788840,TRUE,lan,GB,OFSTED,
,C#44005545,1132624851,TRUE,lan,GB,OFSTED,
,C#44005546,7510814859,TRUE,mob,GB,OFSTED,
,C#44005547,0791 863 2347,TRUE,mob,GB,OFSTED,
,C#44005548,0113 2575625,TRUE,lan,GB,OFSTED,
,C#44005549,0113 293 0507,TRUE,lan,GB,OFSTED,
,C#44005550,0113 268 2211,TRUE,lan,GB,OFSTED,
,C#44005551,1138246300,TRUE,lan,GB,OFSTED,
,C#44005552,0113 3070684,TRUE,lan,GB,OFSTED,
,C#44005553,0113 3782550,TRUE,lan,GB,OFSTED,
,C#44024770,2085781515,TRUE,lan,GB,OFSTED,
,C#44005555,0113 262 4505,TRUE,lan,GB,OFSTED,
,C#44005556,0113 2626054,TRUE,lan,GB,OFSTED,
,C#44005557,1132623335,TRUE,lan,GB,OFSTED,
,C#44005558,1132623335,TRUE,lan,GB,OFSTED,
,C#44005559,1133455858,TRUE,lan,GB,OFSTED,
,C#44005560,0113 2374079,TRUE,lan,GB,OFSTED,
,C#44005561,0113 2624912,TRUE,lan,GB,OFSTED,
,C#44005562,07746 171 456,TRUE,mob,GB,OFSTED,
,C#44005563,1132934086,TRUE,lan,GB,OFSTED,
,C#44005564,7918632348,TRUE,mob,GB,OFSTED,
,C#44005565,0771 2847753,TRUE,mob,GB,OFSTED,
,C#44005566,0113 3930066,TRUE,lan,GB,OFSTED,
,C#44005567,0113 361 2393,TRUE,lan,GB,OFSTED,
,C#44005568,1133368499,TRUE,lan,GB,OFSTED,
,C#44005569,4.48E+11,TRUE,lan,GB,OFSTED,
,C#44005570,7962871389,TRUE,mob,GB,OFSTED,
,C#44005571,1132930392,TRUE,lan,GB,OFSTED,
,C#44005572,0113 2693667,TRUE,lan,GB,OFSTED,
,C#44005573,1132668005,TRUE,lan,GB,OFSTED,
,C#44005574,03330 432222,TRUE,lan,GB,OFSTED,
,C#44005575,0113 2262381,TRUE,lan,GB,OFSTED,
,C#44005576,1132323363,TRUE,lan,GB,OFSTED,
,C#44005577,1132930236,TRUE,lan,GB,OFSTED,
,C#44005578,0113 2662066,TRUE,lan,GB,OFSTED,
,C#44005579,0113 265934,TRUE,lan,GB,OFSTED,
,C#44005580,1132658451,TRUE,lan,GB,OFSTED,
,C#44005581,7743100702,TRUE,mob,GB,OFSTED,
,C#44005582,11334456188,TRUE,lan,GB,OFSTED,
,C#44005583,0113 2405168,TRUE,lan,GB,OFSTED,
,C#44005584,1132402526,TRUE,lan,GB,OFSTED,
,C#44005585,1132930350,TRUE,lan,GB,OFSTED,
,C#44005586,1132489537,TRUE,lan,GB,OFSTED,
,C#44005587,1133368383,TRUE,lan,GB,OFSTED,
,C#44005588,0113 2484603,TRUE,lan,GB,OFSTED,
,C#44005589,0113 2497120,TRUE,lan,GB,OFSTED,
,C#44005590,7939016721,TRUE,mob,GB,OFSTED,
,C#44005591,1132350539,TRUE,lan,GB,OFSTED,
,C#44005592,7775626046,TRUE,mob,GB,OFSTED,
,C#44005593,0113 2484705,TRUE,lan,GB,OFSTED,
,C#44005594,0113 3880074,TRUE,lan,GB,OFSTED,
,C#44005595,0775 445 0967,TRUE,mob,GB,OFSTED,
,C#44005596,0113 3230031,TRUE,lan,GB,OFSTED,
,C#44005597,1133368010,TRUE,lan,GB,OFSTED,
,C#44005598,0113 249 7054,TRUE,lan,GB,OFSTED,
,C#44005599,1132407382,TRUE,lan,GB,OFSTED,
,C#44005600,7715805801,TRUE,mob,GB,OFSTED,
,C#44005601,1132491525,TRUE,lan,GB,OFSTED,
,C#44005602,0113 2496760,TRUE,lan,GB,OFSTED,
,C#44005603,0113 3782291,TRUE,lan,GB,OFSTED,
,C#44005604,07395 572 938,TRUE,mob,GB,OFSTED,
,C#44005605,1132489539,TRUE,lan,GB,OFSTED,
,C#44005606,0113 345 6073,TRUE,lan,GB,OFSTED,
,C#44005607,1135351000,TRUE,lan,GB,OFSTED,
,C#44005608,0113 2408654,TRUE,lan,GB,OFSTED,
,C#44005609,1132482750,TRUE,lan,GB,OFSTED,
,C#44005610,1132934411,TRUE,lan,GB,OFSTED,
,C#44005611,0113 2400564,TRUE,lan,GB,OFSTED,
,C#44005612,1134871600,TRUE,lan,GB,OFSTED,
,C#44005613,1132359260,TRUE,lan,GB,OFSTED,
,C#44005614,1132482449,TRUE,lan,GB,OFSTED,
,C#44005615,7803330128,TRUE,mob,GB,OFSTED,
,C#44005616,0113 2351331,TRUE,lan,GB,OFSTED,
,C#44005617,1582457740,TRUE,lan,GB,OFSTED,
,C#44005618,01582 488369,TRUE,lan,GB,OFSTED,
,C#44005619,7475966458,TRUE,mob,GB,OFSTED,
,C#44005620,7415167240,TRUE,mob,GB,OFSTED,
,C#44005621,1582725412,TRUE,lan,GB,OFSTED,
,C#44005622,01582 616622,TRUE,lan,GB,OFSTED,
,C#44005623,1582726966,TRUE,lan,GB,OFSTED,
,C#44005624,4.48E+11,TRUE,lan,GB,OFSTED,
,C#44005625,7454017158,TRUE,mob,GB,OFSTED,
,C#44005626,1582731945,TRUE,lan,GB,OFSTED,
,C#44005627,07530 425 154,TRUE,mob,GB,OFSTED,
,C#44005628,01582 727269,TRUE,lan,GB,OFSTED,
,C#44005629,01582 458545,TRUE,lan,GB,OFSTED,
,C#44005630, 07553348487,TRUE,lan,GB,OFSTED,
,C#44005631,7974256207,TRUE,mob,GB,OFSTED,
,C#44005632,01582 437 121,TRUE,lan,GB,OFSTED,
,C#44005633,1582412276,TRUE,lan,GB,OFSTED,
,C#44005634,1582748810,TRUE,lan,GB,OFSTED,
,C#44005635,01582 458555,TRUE,lan,GB,OFSTED,
,C#44005636,1582518800,TRUE,lan,GB,OFSTED,
,C#44005637,1525591036,TRUE,lan,GB,OFSTED,
,C#44005638,1582602420,TRUE,lan,GB,OFSTED,
,C#44005639,7798648141,TRUE,mob,GB,OFSTED,
